year,iu_code,prevalence (%),endemicity,therapeutic_coverage,total_population,population_requiring_treatment,population_treated,epidemiological_coverage (% of the population that required treatment and recieved such),mda_rounds,effective_mda_rounds (≥65% coverage),effective_mda_classification (≥65% coverage)
2020,NGA0379736811,,0.0,0.0,112562.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379736811,,0.0,0.0,115477.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379736811,,0.0,0.0,118486.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379736811,,0.0,0.0,121448.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379736812,,0.0,0.0,180123.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736812,,0.0,0.0,184857.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379736812,,0.0,0.0,189478.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379736812,,0.0,0.0,194215.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379736812,,0.0,0.0,199070.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379736812,,0.0,0.0,204047.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379736812,,0.0,0.0,208750.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379736812,,0.0,0.0,214156.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379736812,,0.0,0.0,219737.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379736812,,0.0,0.0,225230.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379736813,,2.0,1.0,145939.0,145939.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736813,,2.0,3.0,149775.0,149775.0,119825.0,80.0,1.0,1.0,1.0
2016,NGA0379736813,,2.0,3.0,153519.0,153519.0,118516.0,77.2,2.0,2.0,1.0
2017,NGA0379736813,,2.0,3.0,157357.0,157357.0,118184.0,75.11,3.0,3.0,1.0
2018,NGA0379736813,,2.0,3.0,161291.0,161291.0,128995.0,79.98,4.0,4.0,1.0
2019,NGA0379736813,,2.0,3.0,165323.0,165323.0,131957.0,79.82,5.0,5.0,1.0
2020,NGA0379736813,,2.0,1.0,169134.0,169134.0,0.0,0.0,5.0,5.0,0.0
2021,NGA0379736813,0.0,2.0,1.0,173514.0,173514.0,0.0,0.0,5.0,5.0,0.0
2022,NGA0379736813,,2.0,1.0,178035.0,178035.0,0.0,0.0,5.0,5.0,0.0
2023,NGA0379736813,,2.0,1.0,182486.0,0.0,0.0,0.0,5.0,5.0,0.0
2014,NGA0379736814,,2.0,1.0,176990.0,176990.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736814,,2.0,3.0,181642.0,181642.0,128457.0,70.72,1.0,1.0,1.0
2016,NGA0379736814,,2.0,3.0,186183.0,186183.0,137212.0,73.7,2.0,2.0,1.0
2017,NGA0379736814,,2.0,3.0,190838.0,190838.0,136920.0,71.75,3.0,3.0,1.0
2018,NGA0379736814,,2.0,3.0,195609.0,195609.0,159774.0,81.68,4.0,4.0,1.0
2019,NGA0379736814,,2.0,3.0,200499.0,200499.0,158109.0,78.86,5.0,5.0,1.0
2020,NGA0379736814,,2.0,1.0,205120.0,205120.0,0.0,0.0,5.0,5.0,0.0
2021,NGA0379736814,0.0,2.0,1.0,210432.0,210432.0,0.0,0.0,5.0,5.0,0.0
2022,NGA0379736814,,2.0,1.0,215915.0,215915.0,0.0,0.0,5.0,5.0,0.0
2023,NGA0379736814,,2.0,1.0,221313.0,0.0,0.0,0.0,5.0,5.0,0.0
2014,NGA0379736815,,0.0,0.0,141036.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736815,,0.0,0.0,144743.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379736815,,0.0,0.0,148362.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379736815,,0.0,0.0,152071.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379736815,,0.0,0.0,155873.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379736815,,0.0,0.0,159769.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379736815,,0.0,0.0,163451.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379736815,,0.0,0.0,167685.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379736815,,0.0,0.0,172054.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379736815,,0.0,0.0,176356.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379736816,,2.0,1.0,237609.0,237609.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736816,,2.0,2.0,243854.0,243854.0,41262.0,16.92,1.0,0.0,0.0
2016,NGA0379736816,,2.0,2.0,249951.0,249951.0,93844.0,37.54,2.0,0.0,0.0
2017,NGA0379736816,,2.0,3.0,256199.0,256199.0,190173.0,74.23,3.0,1.0,1.0
2018,NGA0379736816,,2.0,3.0,262604.0,262604.0,219344.0,83.53,4.0,2.0,1.0
2019,NGA0379736816,,2.0,3.0,269169.0,269169.0,194309.0,72.19,5.0,3.0,1.0
2020,NGA0379736816,,2.0,3.0,275373.0,275373.0,191323.0,69.48,6.0,4.0,1.0
2021,NGA0379736816,,2.0,1.0,282505.0,282505.0,0.0,0.0,6.0,4.0,0.0
2022,NGA0379736816,,2.0,1.0,289866.0,289866.0,0.0,0.0,6.0,4.0,0.0
2023,NGA0379736816,,2.0,3.0,297113.0,297113.0,294679.0,99.18,7.0,5.0,1.0
2014,NGA0379736817,,0.0,0.0,53588.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736817,,0.0,0.0,54996.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379736817,,0.0,0.0,56371.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379736817,,0.0,0.0,57780.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379736817,,0.0,0.0,59225.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379736817,,0.0,0.0,60705.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379736817,,0.0,0.0,62104.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379736817,,0.0,0.0,63713.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379736817,,0.0,0.0,65373.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379736817,,0.0,0.0,67008.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379736818,,0.0,0.0,233847.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736818,,0.0,0.0,239993.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379736818,,0.0,0.0,245993.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379736818,,0.0,0.0,252142.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379736818,,0.0,0.0,258446.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379736818,,0.0,0.0,264907.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379736818,,0.0,0.0,271012.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379736818,,0.0,0.0,278031.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379736818,,0.0,0.0,285276.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379736818,,0.0,0.0,292408.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379736819,,0.0,0.0,48215.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736819,,0.0,0.0,49482.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379736819,,0.0,0.0,50720.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379736819,,0.0,0.0,51987.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379736819,,0.0,0.0,53287.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379736819,,0.0,0.0,54619.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379736819,,0.0,0.0,55878.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379736819,,0.0,0.0,57325.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379736819,,0.0,0.0,58819.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379736819,,0.0,0.0,60290.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379736820,,2.0,1.0,243375.0,243375.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736820,,2.0,3.0,249771.0,249771.0,223699.0,89.56,1.0,1.0,1.0
2016,NGA0379736820,,2.0,3.0,256016.0,256016.0,159429.0,62.27,2.0,2.0,1.0
2017,NGA0379736820,,2.0,3.0,262416.0,262416.0,224591.0,85.59,3.0,3.0,1.0
2018,NGA0379736820,,2.0,3.0,268976.0,268976.0,215412.0,80.09,4.0,4.0,1.0
2019,NGA0379736820,,2.0,3.0,275701.0,275701.0,224435.0,81.41,5.0,5.0,1.0
2020,NGA0379736820,,2.0,3.0,282055.0,282055.0,224038.0,79.43,6.0,6.0,1.0
2021,NGA0379736820,,2.0,1.0,289360.0,289360.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0379736820,0.0,2.0,1.0,296900.0,296900.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0379736820,,2.0,1.0,304322.0,0.0,0.0,0.0,6.0,6.0,0.0
2013,NGA0379736821,0.0,,,,,,,,,
2014,NGA0379736821,,2.0,1.0,389718.0,389718.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736821,,2.0,2.0,399961.0,399961.0,204920.0,51.23,1.0,0.0,0.0
2016,NGA0379736821,,2.0,3.0,409960.0,409960.0,329605.0,80.4,2.0,1.0,1.0
2017,NGA0379736821,,2.0,3.0,420209.0,420209.0,334703.0,79.65,3.0,2.0,1.0
2018,NGA0379736821,,2.0,3.0,430714.0,430714.0,344534.0,79.99,4.0,3.0,1.0
2019,NGA0379736821,,2.0,3.0,441482.0,441482.0,352753.0,79.9,5.0,4.0,1.0
2020,NGA0379736821,,2.0,1.0,451656.0,451656.0,0.0,0.0,5.0,4.0,0.0
2021,NGA0379736821,,2.0,1.0,463354.0,463354.0,0.0,0.0,5.0,4.0,0.0
2022,NGA0379736821,,2.0,1.0,475428.0,475428.0,0.0,0.0,5.0,4.0,0.0
2023,NGA0379736821,,2.0,3.0,487313.0,487313.0,341269.0,70.03,6.0,5.0,1.0
2014,NGA0379736822,,2.0,3.0,194886.0,194886.0,130190.0,66.8,1.0,1.0,1.0
2015,NGA0379736822,,2.0,3.0,200008.0,200008.0,126025.0,63.01,2.0,2.0,1.0
2016,NGA0379736822,,2.0,3.0,205008.0,205008.0,135651.0,66.17,3.0,3.0,1.0
2017,NGA0379736822,,2.0,3.0,210133.0,210133.0,157648.0,75.02,4.0,4.0,1.0
2018,NGA0379736822,,2.0,3.0,215387.0,215387.0,172750.0,80.2,5.0,5.0,1.0
2019,NGA0379736822,0.17,2.0,3.0,220771.0,220771.0,176547.0,79.97,6.0,6.0,1.0
2020,NGA0379736822,,2.0,3.0,225859.0,225859.0,180394.0,79.87,7.0,7.0,1.0
2021,NGA0379736822,,2.0,1.0,231709.0,231709.0,0.0,0.0,7.0,7.0,0.0
2022,NGA0379736822,0.0,2.0,1.0,237747.0,237747.0,0.0,0.0,7.0,7.0,0.0
2023,NGA0379736822,,1.0,4.0,243690.0,0.0,0.0,0.0,7.0,7.0,0.0
2014,NGA0379736823,,2.0,3.0,131912.0,131912.0,101095.0,76.64,1.0,1.0,1.0
2015,NGA0379736823,,2.0,3.0,135379.0,135379.0,104471.0,77.17,2.0,2.0,1.0
2016,NGA0379736823,,2.0,3.0,138764.0,138764.0,115627.0,83.33,3.0,3.0,1.0
2017,NGA0379736823,,2.0,3.0,142233.0,142233.0,112347.0,78.99,4.0,4.0,1.0
2018,NGA0379736823,0.16,2.0,3.0,145789.0,145789.0,116468.0,79.89,5.0,5.0,1.0
2019,NGA0379736823,,2.0,3.0,149433.0,149433.0,119107.0,79.71,6.0,6.0,1.0
2020,NGA0379736823,,2.0,3.0,152877.0,152877.0,120895.0,79.08,7.0,7.0,1.0
2021,NGA0379736823,,2.0,1.0,156837.0,156837.0,0.0,0.0,7.0,7.0,0.0
2022,NGA0379736823,0.0,2.0,1.0,160923.0,160923.0,0.0,0.0,7.0,7.0,0.0
2023,NGA0379736823,,1.0,4.0,164946.0,0.0,0.0,0.0,7.0,7.0,0.0
2014,NGA0379736824,,2.0,1.0,181343.0,181343.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736824,,2.0,2.0,186109.0,186109.0,53928.0,28.98,1.0,0.0,0.0
2016,NGA0379736824,,2.0,3.0,190762.0,190762.0,130273.0,68.29,2.0,1.0,1.0
2017,NGA0379736824,,2.0,3.0,195531.0,195531.0,153142.0,78.32,3.0,2.0,1.0
2018,NGA0379736824,,2.0,3.0,200419.0,200419.0,159893.0,79.78,4.0,3.0,1.0
2019,NGA0379736824,,2.0,3.0,205430.0,205430.0,164339.0,80.0,5.0,4.0,1.0
2020,NGA0379736824,,2.0,1.0,210164.0,210164.0,0.0,0.0,5.0,4.0,0.0
2021,NGA0379736824,0.0,2.0,1.0,215607.0,215607.0,0.0,0.0,5.0,4.0,0.0
2022,NGA0379736824,,2.0,1.0,221225.0,221225.0,0.0,0.0,5.0,4.0,0.0
2023,NGA0379736824,,2.0,1.0,226756.0,0.0,0.0,0.0,5.0,4.0,0.0
2014,NGA0379736825,,0.0,0.0,170546.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379736825,,0.0,0.0,175028.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379736825,,0.0,0.0,179404.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379736825,,0.0,0.0,183889.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379736825,,0.0,0.0,188486.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379736825,,0.0,0.0,193198.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379736825,,0.0,0.0,197651.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379736825,,0.0,0.0,202770.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379736825,,0.0,0.0,208053.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379736825,,0.0,0.0,213255.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379836826,,2.0,1.0,153856.0,153856.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836826,,2.0,2.0,157900.0,157900.0,52252.0,33.09,1.0,0.0,0.0
2016,NGA0379836826,,2.0,3.0,161847.0,161847.0,90885.0,56.15,2.0,1.0,1.0
2017,NGA0379836826,,2.0,3.0,165894.0,165894.0,125057.0,75.38,3.0,2.0,1.0
2018,NGA0379836826,,2.0,3.0,170041.0,170041.0,137020.0,80.58,4.0,3.0,1.0
2019,NGA0379836826,,2.0,3.0,174292.0,174292.0,116000.0,66.55,5.0,4.0,1.0
2020,NGA0379836826,,2.0,1.0,178309.0,178309.0,0.0,0.0,5.0,4.0,0.0
2021,NGA0379836826,,2.0,1.0,182927.0,182927.0,0.0,0.0,5.0,4.0,0.0
2022,NGA0379836826,,2.0,1.0,187693.0,187693.0,0.0,0.0,5.0,4.0,0.0
2023,NGA0379836826,,2.0,3.0,192386.0,192386.0,150165.0,78.05,6.0,5.0,1.0
2014,NGA0379836827,,2.0,3.0,114695.0,114695.0,95395.0,83.17,1.0,1.0,1.0
2015,NGA0379836827,,2.0,3.0,117709.0,117709.0,89393.0,75.94,2.0,2.0,1.0
2016,NGA0379836827,,2.0,3.0,120652.0,120652.0,108623.0,90.03,3.0,3.0,1.0
2017,NGA0379836827,0.0,2.0,3.0,123668.0,123668.0,112531.0,90.99,4.0,4.0,1.0
2018,NGA0379836827,,2.0,3.0,126760.0,126760.0,102655.0,80.98,5.0,5.0,1.0
2019,NGA0379836827,,2.0,3.0,129929.0,129929.0,84454.0,65.0,6.0,6.0,1.0
2020,NGA0379836827,,2.0,1.0,132923.0,132923.0,0.0,0.0,6.0,6.0,0.0
2021,NGA0379836827,,2.0,1.0,136366.0,136366.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0379836827,0.13,2.0,1.0,139919.0,139919.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0379836827,,1.0,4.0,143417.0,0.0,0.0,0.0,6.0,6.0,0.0
2014,NGA0379836828,,2.0,1.0,254887.0,254887.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836828,,2.0,3.0,261586.0,261586.0,189477.0,72.43,1.0,1.0,1.0
2016,NGA0379836828,,2.0,3.0,268125.0,268125.0,216248.0,80.65,2.0,2.0,1.0
2017,NGA0379836828,,2.0,3.0,274828.0,274828.0,221854.0,80.72,3.0,3.0,1.0
2018,NGA0379836828,,2.0,3.0,281699.0,281699.0,228575.0,81.14,4.0,4.0,1.0
2019,NGA0379836828,,2.0,3.0,288742.0,288742.0,188000.0,65.11,5.0,5.0,1.0
2020,NGA0379836828,,2.0,1.0,295396.0,295396.0,0.0,0.0,5.0,5.0,0.0
2021,NGA0379836828,0.33,2.0,1.0,303047.0,303047.0,0.0,0.0,5.0,5.0,0.0
2022,NGA0379836828,,2.0,1.0,310943.0,310943.0,0.0,0.0,5.0,5.0,0.0
2023,NGA0379836828,,2.0,1.0,318717.0,0.0,0.0,0.0,5.0,5.0,0.0
2014,NGA0379836829,,0.0,0.0,245164.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836829,,0.0,0.0,251607.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379836829,,0.0,0.0,257897.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379836829,,0.0,0.0,264345.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379836829,,0.0,0.0,270953.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379836829,,0.0,0.0,277727.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379836829,,0.0,0.0,284128.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379836829,,0.0,0.0,291487.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379836829,,0.0,0.0,299082.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379836829,,0.0,0.0,306559.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379836830,,2.0,3.0,66746.0,66746.0,46138.0,69.12,1.0,1.0,1.0
2015,NGA0379836830,,2.0,3.0,68500.0,68500.0,47259.0,68.99,2.0,2.0,1.0
2016,NGA0379836830,,2.0,3.0,70213.0,70212.0,47328.0,67.41,3.0,3.0,1.0
2017,NGA0379836830,,2.0,3.0,71968.0,71968.0,55825.0,77.57,4.0,4.0,1.0
2018,NGA0379836830,,2.0,3.0,73767.0,73767.0,59648.0,80.86,5.0,5.0,1.0
2019,NGA0379836830,0.33,2.0,3.0,75611.0,75611.0,50000.0,66.13,6.0,6.0,1.0
2020,NGA0379836830,,2.0,3.0,77354.0,77353.0,62104.0,80.29,7.0,7.0,1.0
2021,NGA0379836830,,2.0,1.0,79357.0,79357.0,0.0,0.0,7.0,7.0,0.0
2022,NGA0379836830,0.0,2.0,1.0,81425.0,81425.0,0.0,0.0,7.0,7.0,0.0
2023,NGA0379836830,,1.0,4.0,83461.0,0.0,0.0,0.0,7.0,7.0,0.0
2014,NGA0379836831,,0.0,0.0,250728.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836831,,0.0,0.0,257318.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379836831,,0.0,0.0,263751.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379836831,,0.0,0.0,270345.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379836831,,0.0,0.0,277104.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379836831,,0.0,0.0,284031.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379836831,,0.0,0.0,290577.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379836831,,0.0,0.0,298103.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379836831,,0.0,0.0,305871.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379836831,,0.0,0.0,313517.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379836832,,0.0,0.0,248621.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836832,,0.0,0.0,255155.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379836832,,0.0,0.0,261534.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379836832,,0.0,0.0,268072.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379836832,,0.0,0.0,274774.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379836832,,0.0,0.0,281644.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379836832,,0.0,0.0,288134.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379836832,,0.0,0.0,295597.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379836832,,0.0,0.0,303299.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379836832,,0.0,0.0,310882.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,NGA0379836833,0.0,,,,,,,,,
2014,NGA0379836833,,2.0,1.0,253952.0,253952.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836833,,2.0,3.0,260626.0,260626.0,193964.0,74.42,1.0,1.0,1.0
2016,NGA0379836833,,2.0,3.0,267142.0,267142.0,154770.0,57.94,2.0,2.0,1.0
2017,NGA0379836833,,2.0,3.0,273821.0,273821.0,211200.0,77.13,3.0,3.0,1.0
2018,NGA0379836833,,2.0,3.0,280666.0,280666.0,224890.0,80.13,4.0,4.0,1.0
2019,NGA0379836833,,2.0,3.0,287683.0,287683.0,186996.0,65.0,5.0,5.0,1.0
2020,NGA0379836833,,2.0,3.0,294313.0,294313.0,219744.0,74.66,6.0,6.0,1.0
2021,NGA0379836833,,2.0,1.0,301936.0,301936.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0379836833,0.0,2.0,1.0,309803.0,309803.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0379836833,,2.0,1.0,317548.0,0.0,0.0,0.0,6.0,6.0,0.0
2014,NGA0379836834,,0.0,0.0,443755.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836834,,0.0,0.0,455418.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,NGA0379836834,,0.0,0.0,466803.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,NGA0379836834,,0.0,0.0,478473.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,NGA0379836834,,0.0,0.0,490435.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,NGA0379836834,,0.0,0.0,502696.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NGA0379836834,,0.0,0.0,514281.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,NGA0379836834,,0.0,0.0,527601.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,NGA0379836834,,0.0,0.0,541349.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,NGA0379836834,,0.0,0.0,554882.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,NGA0379836835,,2.0,3.0,180841.0,180841.0,130432.0,72.13,1.0,1.0,1.0
2015,NGA0379836835,,2.0,3.0,185594.0,185594.0,132459.0,71.37,2.0,2.0,1.0
2016,NGA0379836835,,2.0,3.0,190233.0,190233.0,147368.0,77.47,3.0,3.0,1.0
2017,NGA0379836835,,2.0,3.0,194989.0,194989.0,151818.0,77.86,4.0,4.0,1.0
2018,NGA0379836835,,2.0,3.0,199864.0,199864.0,160050.0,80.08,5.0,5.0,1.0
2019,NGA0379836835,0.0,2.0,3.0,204861.0,204861.0,133470.0,65.15,6.0,6.0,1.0
2020,NGA0379836835,,2.0,1.0,209582.0,209582.0,0.0,0.0,6.0,6.0,0.0
2021,NGA0379836835,,2.0,1.0,215010.0,215010.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0379836835,0.0,2.0,1.0,220612.0,220612.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0379836835,,1.0,4.0,226128.0,0.0,0.0,0.0,6.0,6.0,0.0
2014,NGA0379836836,,2.0,3.0,72694.0,72694.0,60699.0,83.5,1.0,1.0,1.0
2015,NGA0379836836,,2.0,3.0,74605.0,74604.0,59661.0,79.97,2.0,2.0,1.0
2016,NGA0379836836,,2.0,3.0,76470.0,76469.0,61176.0,80.0,3.0,3.0,1.0
2017,NGA0379836836,0.59,2.0,3.0,78381.0,78381.0,62799.0,80.12,4.0,4.0,1.0
2018,NGA0379836836,,2.0,3.0,80341.0,80341.0,64273.0,80.0,5.0,5.0,1.0
2019,NGA0379836836,,2.0,3.0,82349.0,82349.0,53991.0,65.56,6.0,6.0,1.0
2020,NGA0379836836,,2.0,3.0,84247.0,84247.0,67523.0,80.15,7.0,7.0,1.0
2021,NGA0379836836,,2.0,1.0,86429.0,86429.0,0.0,0.0,7.0,7.0,0.0
2022,NGA0379836836,0.0,2.0,1.0,88681.0,88681.0,0.0,0.0,7.0,7.0,0.0
2023,NGA0379836836,,1.0,4.0,90898.0,0.0,0.0,0.0,7.0,7.0,0.0
2014,NGA0379836837,,2.0,1.0,151093.0,151093.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836837,,2.0,3.0,155064.0,155064.0,115898.0,74.74,1.0,1.0,1.0
2016,NGA0379836837,,2.0,3.0,158940.0,158940.0,120088.0,75.56,2.0,2.0,1.0
2017,NGA0379836837,,2.0,3.0,162914.0,162914.0,125130.0,76.81,3.0,3.0,1.0
2018,NGA0379836837,,2.0,3.0,166987.0,166987.0,133715.0,80.08,4.0,4.0,1.0
2019,NGA0379836837,,2.0,3.0,171161.0,171161.0,111366.0,65.07,5.0,5.0,1.0
2020,NGA0379836837,,2.0,3.0,175106.0,175106.0,137386.0,78.46,6.0,6.0,1.0
2021,NGA0379836837,,2.0,1.0,179641.0,179641.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0379836837,0.0,2.0,1.0,184322.0,184322.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0379836837,,2.0,1.0,188930.0,0.0,0.0,0.0,6.0,6.0,0.0
2014,NGA0379836838,,2.0,1.0,132387.0,132387.0,0.0,0.0,0.0,0.0,0.0
2015,NGA0379836838,,2.0,3.0,135866.0,135866.0,91210.0,67.13,1.0,1.0,1.0
2016,NGA0379836838,,2.0,3.0,139263.0,139263.0,101442.0,72.84,2.0,2.0,1.0
2017,NGA0379836838,,2.0,3.0,142745.0,142745.0,107788.0,75.51,3.0,3.0,1.0
2018,NGA0379836838,,2.0,3.0,146313.0,146313.0,117318.0,80.18,4.0,4.0,1.0
2019,NGA0379836838,,2.0,3.0,149971.0,149971.0,97921.0,65.29,5.0,5.0,1.0
2020,NGA0379836838,,2.0,3.0,153427.0,153427.0,123644.0,80.59,6.0,6.0,1.0
2021,NGA0379836838,,2.0,1.0,157401.0,157401.0,0.0,0.0,6.0,6.0,0.0
2022,NGA0379836838,0.0,2.0,1.0,161502.0,161502.0,0.0,0.0,6.0,6.0,0.0
2023,NGA0379836838,,2.0,1.0,165540.0,0.0,0.0,0.0,6.0,6.0,0.0
2014,NGA0379836839,,0.0,0.0,109123.0,0.0,0.0,0.0,0.0,0.0,0.0
